[ 0.  0.  0.],[-2.25403815 -7.4962044   0.        ],[-56.72727264 -35.63778028   0.        ],[ 9.39117005 -0.38080307  0.        ],[ 1856.62593525],[ 1856.62593525],35.3551549756
[ 0.  0.  0.],[ 6.15189416  7.48775366  0.        ],[ 10.39415295 -24.37694855   0.        ],[  4.16693601  12.64807839   0.        ],[ 1886.07995449],[ 1886.07995449],14.1602791689
[ 0.  0.  0.],[-3.07064738  9.21243807  0.        ],[ 49.8269251   48.38698193   0.        ],[-13.33584176  -0.47565167   0.        ],[ 1960.89550582],[ 1960.89550582],36.6666458257
[ 0.  0.  0.],[-7.68463925 -6.13107623  0.        ],[-56.71501298 -57.1694934    0.        ],[ 3.8287225   5.54975919  0.        ],[ 1760.66985732],[ 1760.66985732],43.5592172971
[ 0.  0.  0.],[-3.54677742 -5.10348003  0.        ],[-61.07007843 -44.55842692   0.        ],[ 8.94189558  3.9288841   0.        ],[ 1782.47540842],[ 1782.47540842],40.4927771401
[ 0.  0.  0.],[-5.84084982 -0.81126927  0.        ],[-61.1453595   14.35356248   0.        ],[ 6.64813992 -3.8317907   0.        ],[ 1725.21566376],[ 1725.21566376],33.7341042764
[ 0.  0.  0.],[ 5.37814662 -4.66214239  0.        ],[ 16.69720462 -50.00611416   0.        ],[ 2.14572293  5.61934337  0.        ],[ 1723.55306116],[ 1723.55306116],27.7892159204
[ 0.  0.  0.],[ 9.40037162 -2.42303577  0.        ],[ 14.64467252 -63.64394737   0.        ],[  6.63097431  10.55981646   0.        ],[ 1851.2267645],[ 1851.2267645],34.1184756474
[ 0.  0.  0.],[-0.81360681  9.44287717  0.        ],[  2.21801519  69.5082088    0.        ],[-1.33862447 -4.7475061   0.        ],[ 1762.6775392],[ 1762.6775392],37.3932769979
[ 0.  0.  0.],[-6.79365536 -1.79152544  0.        ],[-26.66260018  13.31212458   0.        ],[-1.55464813 -4.73900361  0.        ],[ 1728.39458024],[ 1728.39458024],14.5206849711
[ 0.  0.  0.],[ 3.09966203 -4.41153923  0.        ],[ 21.3846069  -25.10082663   0.        ],[-1.44375246  0.74639918  0.        ],[ 1662.04945911],[ 1662.04945911],19.0602111427
[ 0.  0.  0.],[ 5.91947792  5.13891548  0.        ],[ -5.30758253  62.63802363   0.        ],[ 7.18702497 -7.60675211  0.        ],[ 1827.91807434],[ 1827.91807434],35.3550306042
[ 0.  0.  0.],[-4.37977599  5.22956854  0.        ],[-63.74055359  71.65298473   0.        ],[ 8.57139107 -9.32186345  0.        ],[ 1833.95543789],[ 1833.95543789],51.3617283483
[ 0.  0.  0.],[-1.20687973  7.12870435  0.        ],[-41.47183657  29.36669037   0.        ],[ 7.38288954  1.30768914  0.        ],[ 1741.0660406],[ 1741.0660406],28.3939003949
[ 0.  0.  0.],[ 2.00736468  6.7693643   0.        ],[ 24.4164285   26.56841921   0.        ],[-3.14358625  1.59116229  0.        ],[ 1693.02360121],[ 1693.02360121],18.5329162631
[ 0.  0.  0.],[-3.72164184  4.91796171  0.        ],[-56.64575462  15.66832086   0.        ],[ 7.89958299  1.85280179  0.        ],[ 1725.30311638],[ 1725.30311638],32.4901417485
[ 0.  0.  0.],[-3.13293696  4.75747123  0.        ],[-44.03660444  14.02423772   0.        ],[ 5.95805833  2.05023945  0.        ],[ 1709.93966411],[ 1709.93966411],26.0037959098
[ 0.  0.  0.],[-1.06479933 -9.14177588  0.        ],[  2.43238693 -70.7949399    0.        ],[-1.63989478  5.3038248   0.        ],[ 1807.08182511],[ 1807.08182511],38.6055471792
[ 0.  0.  0.],[ 8.60867359 -3.77582765  0.        ],[ 58.63114899 -86.00449889   0.        ],[ -3.18541622  13.71729639   0.        ],[ 1889.51468011],[ 1889.51468011],55.0585503505
[ 0.  0.  0.],[-4.34472469 -7.37127966  0.        ],[-54.52899462 -70.26922403   0.        ],[ 6.77125143  6.89663418  0.        ],[ 1801.77410558],[ 1801.77410558],47.5714693463
[ 0.  0.  0.],[ 6.75047595  1.23418019  0.        ],[ 38.86972513   7.63968618   0.        ],[-1.31182653 -0.37652167  0.        ],[ 1685.29075691],[ 1685.29075691],22.2235508479
[ 0.  0.  0.],[ 6.15577076 -5.64871257  0.        ],[ 41.92691043 -35.70275605   0.        ],[-2.47894575  1.65866893  0.        ],[ 1691.01855117],[ 1691.01855117],30.2765137971
[ 0.  0.  0.],[-6.84004907  6.33544907  0.        ],[-26.7481949   62.82170016   0.        ],[-1.5602216  -6.52065517  0.        ],[ 1737.61229506],[ 1737.61229506],36.2983165659
[ 0.  0.  0.],[ 1.73068717  8.46176797  0.        ],[ 25.32662845  14.25229969   0.        ],[-3.48789951  5.86920543  0.        ],[ 1728.5810872],[ 1728.5810872],14.24052009
[ 0.  0.  0.],[ 4.98347492  1.83148716  0.        ],[ 72.78208494  33.89102282   0.        ],[-9.83946193 -5.08443874  0.        ],[ 1849.19640667],[ 1849.19640667],43.2875516796
[ 0.  0.  0.],[ 3.41202877  6.92842375  0.        ],[  0.44055783  81.89230076   0.        ],[ 3.42345987 -9.73304039  0.        ],[ 1845.36933443],[ 1845.36933443],44.6460476334
[ 0.  0.  0.],[ 7.13171357  0.203557    0.        ],[ 59.29459839 -29.53089109   0.        ],[-4.91078736  6.34700705  0.        ],[ 1722.48154979],[ 1722.48154979],35.2501387235
[ 0.  0.  0.],[ 0.58210192 -5.2008868   0.        ],[-10.59415684 -37.66090016   0.        ],[ 2.92803554  2.52731509  0.        ],[ 1720.35280507],[ 1720.35280507],20.9441939693
[ 0.  0.  0.],[-2.51824838  8.50809004  0.        ],[  5.61739993  25.81111792   0.        ],[-3.86264435  3.54883475  0.        ],[ 1751.73537225],[ 1751.73537225],14.7013965915
[ 0.  0.  0.],[-6.77000389 -2.90554661  0.        ],[-68.6810278   29.01192219   0.        ],[ 7.15360784 -8.94219357  0.        ],[ 1814.77954501],[ 1814.77954501],39.4809865851
[ 0.  0.  0.],[ 3.90212276 -4.97809484  0.        ],[ 18.15773821 -32.47036356   0.        ],[ 0.32328678  1.8113107   0.        ],[ 1658.77693743],[ 1658.77693743],19.8539644622
[ 0.  0.  0.],[-9.84911373  0.74630335  0.        ],[-77.26452276 -36.10766906   0.        ],[ 5.7763728   8.21322554  0.        ],[ 1913.71320881],[ 1913.71320881],46.266244083
[ 0.  0.  0.],[ 8.88747716 -2.91075179  0.        ],[ 4.11926563 -8.79063633  0.        ],[ 8.36060538 -1.19507541  0.        ],[ 1818.29680915],[ 1818.29680915],3.16909083257
[ 0.  0.  0.],[ 4.09028102 -3.12039636  0.        ],[ 21.0815346 -53.4326566   0.       ],[-0.13102218  7.86609336  0.        ],[ 1759.26839431],[ 1759.26839431],30.8385111678
[ 0.  0.  0.],[ 6.37086186 -2.50072868  0.        ],[ 44.06946111 -69.28845054   0.        ],[ -2.50612106  11.65025235   0.        ],[ 1836.9380749],[ 1836.9380749],43.7047526283
[ 0.  0.  0.],[ 5.14137458 -0.67405794  0.        ],[ 29.46464378  -0.44874521   0.        ],[-0.98839546 -0.76844529  0.        ],[ 1652.12515003],[ 1652.12515003],17.4067827632
[ 0.  0.  0.],[ 7.66835063  4.73438708  0.        ],[ 72.5619846   -9.94887771   0.        ],[-7.05804429  6.93441213  0.        ],[ 1775.53206793],[ 1775.53206793],38.5308271437
[ 0.  0.  0.],[ 8.49966713 -1.78316359  0.        ],[ 16.23106353 -54.14293628   0.        ],[ 5.40412238  9.3048445   0.        ],[ 1850.42944159],[ 1850.42944159],29.5039638025
[ 0.  0.  0.],[ 6.53991889 -0.96201236  0.        ],[ 48.51219878 -61.2048504    0.        ],[ -3.24351463  11.56781756   0.        ],[ 1813.39460124],[ 1813.39460124],41.5792240339
[ 0.  0.  0.],[-5.3187003   3.74831173  0.        ],[-31.3991391   21.75685082   0.        ],[ 1.21524692 -0.76250538  0.        ],[ 1674.05043265],[ 1674.05043265],21.4446204439
[ 0.  0.  0.],[ 4.04466008  3.34150171  0.        ],[ 26.49329514  18.22777352   0.        ],[-1.54555114 -0.3747447   0.        ],[ 1657.65423841],[ 1657.65423841],17.7596494655
[ 0.  0.  0.],[ 4.85301304 -4.5999505   0.        ],[ 71.61463953 -16.62237559   0.        ],[-9.76723025 -1.31551993  0.        ],[ 1857.21172442],[ 1857.21172442],40.1287060239
[ 0.  0.  0.],[ 7.35032029 -5.12295855  0.        ],[ 22.98315935 -32.83211509   0.        ],[ 3.01939597  1.58274653  0.        ],[ 1684.10618757],[ 1684.10618757],19.9079391458
[ 0.  0.  0.],[ 7.09832993 -0.56187967  0.        ],[ 5.76917661 -8.92233802  0.        ],[ 6.2383442   1.28302317  0.        ],[ 1727.74900189],[ 1727.74900189],4.19302862209
[ 0.  0.  0.],[-5.73858394 -7.1464123   0.        ],[-60.08365491 -16.15213972   0.        ],[ 6.53268961 -4.07475489  0.        ],[ 1782.69847301],[ 1782.69847301],32.4537907629
[ 0.  0.  0.],[-1.20240885 -5.71031412  0.        ],[ -7.86371693 -37.92945688   0.        ],[ 0.42844783  2.16989485  0.        ],[ 1702.00923277],[ 1702.00923277],21.6799178359
[ 0.  0.  0.],[ 6.64740129  3.01989291  0.        ],[ 47.23860891  20.97807266   0.        ],[-3.07692969 -1.29185669  0.        ],[ 1697.39942914],[ 1697.39942914],28.3615409074
[ 0.  0.  0.],[-6.5728096  -3.20646613  0.        ],[-7.01553041  8.64083204  0.        ],[-5.38671196 -5.14177341  0.        ],[ 1717.91170564],[ 1717.91170564],4.78335547428
[ 0.  0.  0.],[-6.31584352  1.01270964  0.        ],[-11.10222558  51.22517185   0.        ],[-4.21704503 -9.50655474  0.        ],[ 1835.50814788],[ 1835.50814788],28.7204094457
[ 0.  0.  0.],[ 4.55147707  2.08675069  0.        ],[ 36.76663983 -47.3237186    0.        ],[ -2.87256639  11.84304084   0.        ],[ 1800.41899399],[ 1800.41899399],32.3583595951
[ 0.  0.  0.],[-8.72800362  4.80432267  0.        ],[-48.71212799  65.02420063   0.        ],[ 1.05125192 -8.49824813  0.        ],[ 1879.81895237],[ 1879.81895237],42.9048729489
[ 0.  0.  0.],[-5.83482301 -6.76518826  0.        ],[  3.12616855  18.3757497    0.        ],[ -6.61790993 -10.69545065   0.        ],[ 1861.352356],[ 1861.352356],13.2241655285
[ 0.  0.  0.],[ 1.9197813  -7.78352171  0.        ],[ 77.12856395 -58.0231438    0.        ],[-13.79460073   3.90277754   0.        ],[ 1968.46660141],[ 1968.46660141],52.1265529974
[ 0.  0.  0.],[-0.86263189 -7.65015402  0.        ],[ -6.79038502 -28.58886283   0.        ],[ 0.56995246 -2.22298196  0.        ],[ 1769.76133556],[ 1769.76133556],13.3300745267
[ 0.  0.  0.],[-6.8857591   3.13547908  0.        ],[-56.13116517  20.24371979   0.        ],[ 4.63404595 -0.9750344   0.        ],[ 1722.99245978],[ 1722.99245978],32.6883934325
[ 0.  0.  0.],[-7.7149333   6.26799137  0.        ],[ 11.14560421  31.47824505   0.        ],[-10.24405298  -0.02849203   0.        ],[ 1912.68348768],[ 1912.68348768],16.6820912728
[ 0.  0.  0.],[ 8.01877022  4.6787861   0.        ],[ 51.18088134  27.95411588   0.        ],[-2.49485406 -1.02615369  0.        ],[ 1680.87832121],[ 1680.87832121],31.6866424818
[ 0.  0.  0.],[ 5.02907795  4.83256013  0.        ],[ 86.89119242  53.95574401   0.        ],[-12.61935236  -6.08895883   0.        ],[ 1922.30162184],[ 1922.30162184],54.5133889253
[ 0.  0.  0.],[-6.63105232  3.22055591  0.        ],[-43.6407806    5.24705093   0.        ],[ 2.30552459  2.38692518  0.        ],[ 1704.35400532],[ 1704.35400532],24.8020204221
[ 0.  0.  0.],[-3.4336629   6.37438295  0.        ],[ 25.10671804  20.63273559   0.        ],[-8.74493524  2.32491587  0.        ],[ 1852.8985802],[ 1852.8985802],17.0245294198
[ 0.  0.  0.],[ 0.48544012  6.09501444  0.        ],[  4.62342389  26.67750333   0.        ],[-0.58943417  1.01921189  0.        ],[ 1662.76828595],[ 1662.76828595],15.7868452991
[ 0.  0.  0.],[-7.84934884 -5.47773755  0.        ],[-29.60638206  30.88031228   0.        ],[ -1.97704052 -11.94977657   0.        ],[ 1829.88986358],[ 1829.88986358],22.1844817959
[ 0.  0.  0.],[ 8.5881684   2.60762859  0.        ],[ 38.56289154  28.30903462   0.        ],[ 0.95826547 -3.34256139  0.        ],[ 1745.74165847],[ 1745.74165847],26.8864012829
[ 0.  0.  0.],[-2.69964045 -9.1716162   0.        ],[-54.6417245  -28.10227724   0.        ],[ 8.50414926 -3.67003109  0.        ],[ 1842.51532897],[ 1842.51532897],31.9271573909
[ 0.  0.  0.],[ 7.04022213  1.47410498  0.        ],[ 18.65348447 -30.7550587    0.        ],[ 3.42896873  7.90031347  0.        ],[ 1733.13476575],[ 1733.13476575],18.7126312591
[ 0.  0.  0.],[-6.89295379 -5.40072725  0.        ],[-83.24443699 -74.45038685   0.        ],[ 9.97098345  9.69852366  0.        ],[ 1835.45141134],[ 1835.45141134],59.5882532937
[ 0.  0.  0.],[ 9.14725812  2.86243403  0.        ],[ 53.46006628  26.86117975   0.        ],[-1.70200369 -2.76528753  0.        ],[ 1734.02927919],[ 1734.02927919],33.1081984152
[ 0.  0.  0.],[-0.26991526 -5.63256024  0.        ],[-64.88426133 -35.14686691   0.        ],[ 13.00514073   1.42959326   0.        ],[ 1824.0708213],[ 1824.0708213],39.286796443
[ 0.  0.  0.],[ 4.2695739  5.6374684  0.       ],[ 19.01317887  51.86530418   0.        ],[ 0.49637592 -5.03414464  0.        ],[ 1688.36130218],[ 1688.36130218],30.7327812727
[ 0.  0.  0.],[ 6.28488655  3.10868598  0.        ],[ 46.23015081 -11.76161423   0.        ],[-3.10414418  5.72473376  0.        ],[ 1731.21377981],[ 1731.21377981],24.9571685724
[ 0.  0.  0.],[-6.09220064 -5.39021682  0.        ],[-83.83872192  10.92669087   0.        ],[ 10.92020278  -7.74916938   0.        ],[ 1834.55508798],[ 1834.55508798],44.6831491277
[ 0.  0.  0.],[ 2.25791228 -7.80182006  0.        ],[ 47.84144657 -70.25595357   0.        ],[-7.5384107  6.4443082  0.       ],[ 1790.28382949],[ 1790.28382949],45.981739217
[ 0.  0.  0.],[-8.63765369  3.70704709  0.        ],[-91.54911553  47.21719609   0.        ],[ 9.93020145 -5.88942635  0.        ],[ 1858.23933753],[ 1858.23933753],54.9535780597
[ 0.  0.  0.],[-0.47521798  8.50864283  0.        ],[-11.85715316  54.09636893   0.        ],[ 2.08652625 -2.54253769  0.        ],[ 1715.82757323],[ 1715.82757323],30.9057604901
[ 0.  0.  0.],[ 2.96050992 -4.47339757  0.        ],[  1.94747764 -39.10937793   0.        ],[ 2.75371602  3.58642783  0.        ],[ 1720.35280507],[ 1720.35280507],20.7336745102
